layer,progress_bin,bin_start_fraction,bin_end_fraction,subset,n_success,n_failure,success_mean,failure_mean,success_std,failure_std,mean_difference,cohen_d,hedges_g,success_ci_low,success_ci_high,failure_ci_low,failure_ci_high,mann_whitney_u,mann_whitney_p,permutation_p,bootstrap_ci_low,bootstrap_ci_high,mann_whitney_q_bh,n_judge_success,n_judge_failure,judge_success_mean,judge_failure_mean
10,8,0.8,0.9,excl_censored,19,21,3.145538678493081,2.7977884463715887,0.31509759658569586,0.2528593215817954,0.34775023212149225,1.2242758073591538,1.1999524469480447,3.002123896341669,3.2750285331327293,2.704169119515539,2.9093400177872755,313.0,0.0022097656717117685,0.0006999300069993001,0.16792262070396827,0.5118874753445737,0.004777871722620041,4,36,2.9980143537378074,2.9590759680616863
10,9,0.9,1.0,all,19,22,3.1538798954933185,2.845787008227726,0.23965819267319763,0.2489046967659476,0.30809288726559236,1.259164025073213,1.2347931084588928,3.046228692898995,3.253907397320801,2.74563785270897,2.9511262777275142,340.0,0.0006452654800716234,0.00039996000399960006,0.16245759060853465,0.4519475555330117,0.002346419927533176,4,37,3.0854604316526903,2.978086228885737
10,9,0.9,1.0,excl_censored,19,21,3.1538798954933185,2.855772009523603,0.23965819267319763,0.2504958077103457,0.29810788596971527,1.2146753366195853,1.1905427140377391,3.045251371558223,3.2531975863114004,2.7562592354640025,2.9587573815161012,322.0,0.0009523299145770314,0.000999900009999,0.1357167115661952,0.43518114180883655,0.003283896257162177,4,36,3.0854604316526903,2.98758579132661
11,0,0.0,0.1,all,19,22,3.2681326606758474,2.697793249638014,0.3748172439327735,0.361695232825588,0.5703394110378333,1.550637129294083,1.5206247977593588,3.0834448789627658,3.4166070163062305,2.5592974391879277,2.8577586092904084,365.0,4.794062957706685e-05,9.999000099990002e-05,0.33897647241697865,0.7883481297996079,0.0012614237725646644,4,37,2.989402165937102,2.9591449562467305
11,0,0.0,0.1,excl_censored,19,21,3.2681326606758474,2.7075084129582057,0.3748172439327735,0.3676742225389026,0.5606242477176417,1.5108115607854329,1.480795437061219,3.097837451796334,3.423256236403389,2.5589343182794346,2.8768598587557426,346.0,7.677223792630805e-05,0.00029997000299970003,0.32557765670046257,0.7797815236238411,0.002022340295259568,4,36,2.989402165937102,2.972071904478195
11,1,0.1,0.2,all,19,22,3.2149441118250563,2.762521427886953,0.31350318529133503,0.2886863906815119,0.45242268393810336,1.5060917695645255,1.4769416062826315,3.06530426629267,3.3431675023008154,2.647964733531272,2.887085852905689,351.0,0.0002160881239189897,0.00019998000199980003,0.26196039627814477,0.6183419545692476,0.0017639846850529771,4,37,2.9942900432037476,2.9697905233884883
11,1,0.1,0.2,excl_censored,19,21,3.2149441118250563,2.7727989310416694,0.31350318529133503,0.29166219918024217,0.44214518078338694,1.463064918258446,1.433997403326159,3.065257132980327,3.346707847903327,2.6575802366166665,2.900130868404644,332.0,0.0003501162650486686,9.999000099990002e-05,0.24988431395245259,0.6127123531671476,0.0026423869060276874,4,36,2.9942900432037476,2.981543208437115
11,2,0.2,0.3,all,19,22,3.226502365140951,2.839829679035103,0.30027933886405306,0.28914653403159435,0.3866726861058476,1.3137070136331384,1.288280426272497,3.088798381572663,3.354307805907993,2.727488180297852,2.967954530666608,334.0,0.001134037511943275,0.00039996000399960006,0.20389826421715718,0.5602211962326841,0.0030040728793199337,4,37,3.040557618384706,3.0166910108895006
11,2,0.2,0.3,excl_censored,19,21,3.226502365140951,2.8503682296981174,0.30027933886405306,0.2919254935644221,0.37613413544283336,1.2711014222133274,1.2458477515733275,3.0893241025063465,3.3498454733161576,2.7281039217651704,2.982081444669851,315.0,0.001841595484321759,0.00019998000199980003,0.2004926810671536,0.5562246272577707,0.004333165845462963,4,36,3.040557618384706,3.027751313549992
11,3,0.3,0.4,all,19,22,3.26163488733145,2.9084485047511404,0.26978570688307735,0.26062080981697666,0.35318638258030965,1.3333314173814452,1.3075250028514818,3.140899248944791,3.372767571782154,2.8059307844061876,3.0157413106917326,337.0,0.0008579010720209487,0.00029997000299970003,0.18709098002431424,0.49864504200754767,0.0028360366017221444,4,37,3.1234969779538932,3.066566001405597
11,3,0.3,0.4,excl_censored,19,21,3.26163488733145,2.920166456077234,0.26978570688307735,0.26105075556557117,0.3414684312542162,1.2874707391922258,1.2618918503341021,3.1436804099550923,3.3742518037105143,2.821681479860601,3.0371859905735445,318.0,0.001393916027072069,0.0007999200079992001,0.17907593498163435,0.49404842573732605,0.003742056448515622,4,36,3.1234969779538932,3.07779362569733
11,4,0.4,0.5,all,19,22,3.2749031420013814,2.9046397887854307,0.2973953797595157,0.24808414578262616,0.3702633532159507,1.3614801478673568,1.3351289191989564,3.1387804019382273,3.397548341951488,2.808296223016926,3.0124430128512394,336.0,0.0009421334173269092,0.00019998000199980003,0.20524191165106787,0.527674598533921,0.0028549497494754824,4,37,3.0398610683044636,3.0801565075158877
11,4,0.4,0.5,excl_censored,19,21,3.2749031420013814,2.913433661789712,0.2973953797595157,0.25067240909668054,0.3614694802116696,1.3201951803355843,1.2939661370176587,3.135082820478832,3.4037272400023717,2.8116600879766196,3.024472363690826,317.0,0.0015305708692109107,0.0005999400059994001,0.19420166825203733,0.5213698572460164,0.00394986030764106,4,36,3.0398610683044636,3.090161731177565
11,5,0.5,0.6,all,19,22,3.305423412912535,2.9222530076436084,0.3158866837847093,0.2434189687281001,0.38317040526892665,1.3723248023017875,1.3457636770959465,3.161567008693765,3.443179613969322,2.8270679851415723,3.0231759085216843,344.0,0.00043741672787535964,0.00039996000399960006,0.2089138404311266,0.5453722578498739,0.0022722946902616085,4,37,3.1032668191484944,3.0994471280244205
11,5,0.5,0.6,excl_censored,19,21,3.305423412912535,2.924601209759497,0.3158866837847093,0.24917475679750173,0.38082220315303816,1.3468794547878828,1.3201202603218984,3.16205910572,3.4385762210556594,2.8290323061609293,3.0377225959821565,328.0,0.0005267964144369016,0.00029997000299970003,0.20511038596458386,0.5524631382317877,0.0028865556955446664,4,36,3.1032668191484944,3.105738971491489
11,6,0.6,0.7,all,19,22,3.2931302627129853,2.9628386313391872,0.2879607678320409,0.23341937211664648,0.330291631373798,1.2702652373451893,1.245679458557863,3.154920448987882,3.4154342246018072,2.8694128646328676,3.05783430098067,330.0,0.0016305036228348349,0.0004999500049995,0.16128377082897397,0.4787148969793729,0.003664053085022101,4,37,3.1205134380872255,3.1154019223962153
11,6,0.6,0.7,excl_censored,19,21,3.2931302627129853,2.9665243609348635,0.2879607678320409,0.23852678910769032,0.32660590177812177,1.2413602695449824,1.2166974827328303,3.1614558392160528,3.4116115280210386,2.875387950443332,3.074947617747844,315.0,0.001841595484321759,0.0004999500049995,0.15911849815781812,0.48469675291748404,0.004333165845462963,4,36,3.1205134380872255,3.1217898005230538
