layer,head,component,succ_mean,fail_mean,delta,n_succ,n_fail
1,14,injected_reasoning,0.0,0.0008694174811967578,-0.0008694174811967578,7,33
1,15,benign_puzzle_scaffold,0.7476932564907834,0.6326362580469619,0.11505699844382156,7,33
1,15,final_answer_cue,0.1644121822588375,0.27548424079920136,-0.11107205854036387,7,33
1,15,harmful_instruction,0.0,7.816482522595359e-05,-7.816482522595359e-05,7,33
1,15,injected_reasoning,0.0,0.0005098847538960406,-0.0005098847538960406,7,33
1,16,benign_puzzle_scaffold,0.7868648184258575,0.6914259581483492,0.09543886027750836,7,33
1,16,final_answer_cue,0.12497953151601407,0.21207148895745564,-0.08709195744144158,7,33
1,16,harmful_instruction,0.0,3.8161576124104874e-05,-3.8161576124104874e-05,7,33
1,16,injected_reasoning,0.0,0.0008731742664247946,-0.0008731742664247946,7,33
1,17,benign_puzzle_scaffold,0.5907471424144398,0.40946467112124735,0.18128247129319247,7,33
1,17,final_answer_cue,0.3304643642740421,0.5108443805892272,-0.18038001631518513,7,33
1,17,harmful_instruction,0.0,0.000321723890811684,-0.000321723890811684,7,33
1,17,injected_reasoning,0.0,0.00020779616041635408,-0.00020779616041635408,7,33
1,18,benign_puzzle_scaffold,0.6488432862602577,0.47563661923878453,0.17320666702147314,7,33
1,18,final_answer_cue,0.31387058407872404,0.4807949722809551,-0.16692438820223104,7,33
1,18,harmful_instruction,0.0,0.0009303458205921752,-0.0009303458205921752,7,33
1,18,injected_reasoning,0.0,0.0004319430145282688,-0.0004319430145282688,7,33
1,19,benign_puzzle_scaffold,0.6777503138872094,0.5198095720273352,0.15794074185987417,7,33
1,19,final_answer_cue,0.2828450051134498,0.4385426319262743,-0.1556976268128245,7,33
1,19,harmful_instruction,0.0,0.00040054617972879375,-0.00040054617972879375,7,33
1,19,injected_reasoning,0.0,0.0005307974337075345,-0.0005307974337075345,7,33
