step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
248,2,D,True,1.0,0.2593,0.2883,0.2133,0.2391,0.4154,0.6261,7.982,stage4_7,cost_asr
249,0,F,False,0.0,0.4484,0.1802,0.1907,0.1807,-0.1709,0.1538,,stage4_8,cost_asr
250,1,D,False,0.0,0.2929,0.2419,0.2095,0.2557,-0.2414,0.2173,6.075,stage4_7,cost_asr
251,0,A,True,1.0,0.4561,0.1777,0.188,0.1782,0.8462,0.2384,6.335,stage4_7,cost_asr
252,0,F,True,1.0,0.4502,0.1773,0.1947,0.1778,0.7616,0.3146,7.755,stage4_7,cost_asr
253,3,A,True,1.0,0.2776,0.2304,0.2507,0.2413,0.1738,0.8436,6.166,stage4_7,cost_asr
254,0,D,False,0.0,0.4525,0.1747,0.1949,0.1779,-0.3146,0.2831,,stage4_7,cost_asr
255,1,E,False,0.0,0.2939,0.2425,0.21,0.2536,-0.2173,0.1956,,stage4_7,cost_asr
256,2,E,True,1.0,0.2581,0.2868,0.2125,0.2426,0.3739,0.6635,,stage4_7,cost_asr
257,2,A,False,0.0,0.2519,0.2895,0.214,0.2446,-0.6635,0.5971,,stage4_8,cost_asr
258,2,A,True,1.0,0.2557,0.2879,0.2131,0.2433,0.4029,0.6374,,stage4_8,cost_asr
259,1,A,True,1.0,0.3018,0.2397,0.2079,0.2506,0.8044,0.276,4.398,stage4_7,cost_asr
260,2,E,False,0.0,0.2577,0.2904,0.2145,0.2375,-0.6374,0.5737,,stage4_7,cost_asr
261,2,E,True,1.0,0.2563,0.2887,0.2136,0.2414,0.4263,0.6163,,stage4_7,cost_asr
262,0,E,False,0.0,0.4546,0.1748,0.1951,0.1755,-0.2831,0.2548,,stage4_7,cost_asr
263,3,D,True,1.0,0.277,0.2318,0.2503,0.2409,0.1564,0.8592,8.197,stage4_7,cost_asr
264,0,A,True,1.0,0.4613,0.1727,0.1926,0.1734,0.7452,0.3293,4.688,stage4_7,cost_asr
265,2,E,False,0.0,0.2583,0.2911,0.2149,0.2357,-0.6163,0.5547,,stage4_7,cost_asr
266,0,F,False,0.0,0.4639,0.1728,0.1897,0.1736,-0.3293,0.2964,,stage4_8,cost_asr
267,2,F,True,1.0,0.257,0.2895,0.2188,0.2347,0.4453,0.5992,,stage4_8,cost_asr
268,3,E,True,1.0,0.2765,0.2315,0.2499,0.2422,0.1408,0.8733,,stage4_7,cost_asr
269,0,F,False,0.0,0.4663,0.173,0.1871,0.1737,-0.2964,0.2668,,stage4_8,cost_asr
270,0,A,True,1.0,0.4728,0.1709,0.1847,0.1716,0.7332,0.3401,,stage4_8,cost_asr
271,2,E,False,0.0,0.2588,0.2918,0.2201,0.2292,-0.5992,0.5393,,stage4_7,cost_asr
272,3,D,True,1.0,0.276,0.2326,0.2495,0.2418,0.1267,0.886,,stage4_8,cost_asr
273,3,F,False,0.0,0.2794,0.235,0.2413,0.2444,-0.886,0.7974,,stage4_7,cost_asr
274,1,E,False,0.0,0.303,0.2405,0.2084,0.248,-0.276,0.2484,,stage4_7,cost_asr
275,1,A,False,0.0,0.3006,0.2414,0.2091,0.2489,-0.2484,0.2236,,stage4_8,cost_asr
276,1,A,False,0.0,0.2984,0.2421,0.2097,0.2497,-0.2236,0.2012,,stage4_8,cost_asr
277,1,A,False,0.0,0.2965,0.2428,0.2102,0.2505,-0.2012,0.1811,,stage4_8,cost_asr
278,0,D,False,0.0,0.4754,0.1681,0.1849,0.1717,-0.3401,0.3061,,stage4_7,cost_asr
279,1,A,True,1.0,0.3045,0.24,0.208,0.2474,0.8189,0.263,8.848,stage4_7,cost_asr
280,3,F,True,1.0,0.2786,0.2345,0.2432,0.2438,0.2026,0.8176,,stage4_8,cost_asr
281,0,F,True,1.0,0.4697,0.1679,0.191,0.1714,0.6939,0.3755,7.755,stage4_7,cost_asr
282,0,A,True,1.0,0.4752,0.1662,0.1889,0.1697,0.6245,0.4379,4.688,stage4_7,cost_asr
283,3,F,True,1.0,0.2779,0.234,0.2449,0.2433,0.1824,0.8359,,stage4_8,cost_asr
284,1,A,False,0.0,0.302,0.2409,0.2087,0.2484,-0.263,0.2367,,stage4_8,cost_asr
285,0,D,False,0.0,0.4786,0.1626,0.1891,0.1697,-0.4379,0.3941,6.21,stage4_7,cost_asr
286,2,E,False,0.0,0.2604,0.2939,0.2213,0.2243,-0.5393,0.4854,,stage4_7,cost_asr
287,0,E,False,0.0,0.4817,0.1626,0.1892,0.1665,-0.3941,0.3547,,stage4_7,cost_asr
288,1,A,False,0.0,0.2996,0.2417,0.2094,0.2493,-0.2367,0.213,,stage4_8,cost_asr
289,0,A,True,1.0,0.4872,0.161,0.1871,0.1647,0.6453,0.4192,,stage4_8,cost_asr
290,3,A,True,1.0,0.2795,0.2335,0.2443,0.2427,0.1641,0.8523,,stage4_8,cost_asr
291,3,A,True,1.0,0.2809,0.233,0.2438,0.2422,0.1477,0.867,6.166,stage4_7,cost_asr
292,2,F,True,1.0,0.2589,0.2919,0.2259,0.2232,0.5146,0.5368,,stage4_8,cost_asr
293,3,F,True,1.0,0.2804,0.2327,0.2451,0.2419,0.133,0.8803,,stage4_8,cost_asr
294,0,A,True,1.0,0.4922,0.1594,0.1852,0.1632,0.5808,0.4773,6.335,stage4_7,cost_asr
295,0,F,False,0.0,0.4963,0.1595,0.181,0.1632,-0.4773,0.4296,,stage4_8,cost_asr
296,0,D,False,0.0,0.4997,0.1561,0.181,0.1632,-0.4296,0.3866,,stage4_7,cost_asr
297,1,D,False,0.0,0.3006,0.2397,0.2098,0.2499,-0.213,0.1917,6.075,stage4_7,cost_asr
298,0,A,False,0.0,0.4965,0.157,0.1822,0.1642,-0.3866,0.348,,stage4_8,cost_asr
299,2,A,True,1.0,0.2633,0.2899,0.2247,0.222,0.4632,0.5831,8.152,stage4_7,cost_asr
300,1,E,True,1.0,0.2969,0.2374,0.208,0.2576,0.8083,0.2725,,stage4_7,cost_asr
