step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
226,2,D,True,0.9734,0.2801,0.2814,0.2576,0.181,0.3013,0.7022,7.982,stage4_7,cost_l22_deflect
227,3,D,True,1.0,0.2746,0.2657,0.2016,0.2582,0.1411,0.873,,stage4_8,cost_l22_deflect
228,3,E,True,1.0,0.2741,0.2652,0.2013,0.2594,0.127,0.8857,,stage4_7,cost_l22_deflect
229,3,D,True,0.9577,0.2738,0.2659,0.2012,0.2591,0.072,0.8929,8.197,stage4_7,cost_l22_deflect
230,0,A,True,1.2135,0.4008,0.2054,0.216,0.1777,0.9606,0.349,4.688,stage4_7,cost_l22_deflect
231,1,A,False,0.0,0.2986,0.2257,0.2231,0.2526,-0.2575,0.2318,,stage4_8,cost_l22_deflect
232,3,D,True,1.0,0.2734,0.2669,0.2009,0.2588,0.1071,0.9036,,stage4_8,cost_l22_deflect
233,3,D,True,1.0,0.273,0.2679,0.2007,0.2584,0.0964,0.9133,,stage4_8,cost_l22_deflect
234,3,D,True,1.0,0.2726,0.2687,0.2006,0.2581,0.0867,0.922,,stage4_8,cost_l22_deflect
235,3,E,True,1.0,0.2724,0.2684,0.2004,0.2589,0.078,0.9298,,stage4_7,cost_l22_deflect
236,3,D,True,1.0516,0.2719,0.2696,0.2001,0.2584,0.1218,0.9419,6.91,stage4_7,cost_l22_deflect
237,2,A,True,1.121,0.2842,0.2796,0.2561,0.1802,0.4188,0.7441,5.957,stage4_7,cost_l22_deflect
238,0,A,True,1.0935,0.408,0.203,0.2133,0.1757,0.7445,0.4234,6.335,stage4_7,cost_l22_deflect
239,2,D,True,1.0,0.2831,0.2821,0.2552,0.1797,0.2559,0.7697,,stage4_8,cost_l22_deflect
240,0,A,False,0.1875,0.4057,0.2037,0.2142,0.1763,-0.2359,0.3998,5.045,stage4_7,cost_l22_deflect
241,3,A,True,1.0,0.2724,0.2693,0.2,0.2582,0.0581,0.9477,,stage4_8,cost_l22_deflect
242,2,A,True,1.121,0.2865,0.2805,0.2539,0.1791,0.3514,0.8048,5.957,stage4_7,cost_l22_deflect
243,3,E,True,1.0,0.2722,0.2692,0.1999,0.2587,0.0523,0.953,,stage4_7,cost_l22_deflect
244,0,A,True,1.0,0.4115,0.2017,0.212,0.1748,0.6002,0.4599,,stage4_8,cost_l22_deflect
245,0,A,True,1.0,0.4166,0.1999,0.2101,0.1733,0.5401,0.5139,,stage4_8,cost_l22_deflect
246,2,E,False,0.0,0.2889,0.2828,0.2557,0.1727,-0.8048,0.7243,,stage4_7,cost_l22_deflect
247,3,E,True,1.0,0.2721,0.269,0.1998,0.2592,0.047,0.9577,,stage4_7,cost_l22_deflect
248,2,D,True,1.0,0.2876,0.2855,0.2547,0.1722,0.2757,0.7519,,stage4_8,cost_l22_deflect
249,0,F,True,0.9899,0.4133,0.1994,0.2144,0.1729,0.4761,0.5615,7.755,stage4_7,cost_l22_deflect
250,2,E,False,0.0,0.2898,0.2876,0.2562,0.1664,-0.7519,0.6767,,stage4_7,cost_l22_deflect
251,3,A,True,1.22,0.2746,0.268,0.1992,0.2582,0.2623,0.9839,4.599,stage4_7,cost_l22_deflect
252,0,A,True,1.0,0.4174,0.1979,0.2128,0.1718,0.4385,0.6053,,stage4_8,cost_l22_deflect
253,3,A,True,1.0,0.2748,0.2679,0.1992,0.2582,0.0161,0.9855,,stage4_8,cost_l22_deflect
254,0,A,True,1.0,0.4212,0.1966,0.2114,0.1708,0.3947,0.6448,,stage4_8,cost_l22_deflect
255,1,A,True,1.2347,0.3086,0.2226,0.2201,0.2488,1.0029,0.3321,4.398,stage4_7,cost_l22_deflect
256,3,A,True,0.9206,0.2741,0.2682,0.1993,0.2584,-0.0649,0.979,8.706,stage4_7,cost_l22_deflect
257,3,D,True,1.0,0.274,0.2684,0.1993,0.2583,0.021,0.9811,,stage4_8,cost_l22_deflect
258,2,D,False,-0.0556,0.2931,0.2804,0.2589,0.1675,-0.7323,0.6035,8.379,stage4_7,cost_l22_deflect
259,3,E,True,1.0,0.274,0.2683,0.1992,0.2585,0.0189,0.983,,stage4_7,cost_l22_deflect
260,3,D,True,1.0,0.2739,0.2684,0.1992,0.2584,0.017,0.9847,,stage4_8,cost_l22_deflect
261,3,E,True,1.0,0.2738,0.2684,0.1992,0.2586,0.0153,0.9862,,stage4_7,cost_l22_deflect
262,1,F,False,0.0,0.31,0.2233,0.2171,0.2496,-0.3321,0.2989,,stage4_8,cost_l22_deflect
263,2,D,True,0.9734,0.2914,0.2841,0.2575,0.1669,0.3699,0.6405,7.982,stage4_7,cost_l22_deflect
264,1,A,False,0.0,0.307,0.2242,0.218,0.2508,-0.2989,0.269,,stage4_8,cost_l22_deflect
265,1,A,False,0.0,0.3044,0.225,0.2188,0.2518,-0.269,0.2421,,stage4_8,cost_l22_deflect
266,1,E,True,1.0,0.3009,0.2231,0.217,0.259,0.7579,0.3179,,stage4_7,cost_l22_deflect
267,1,D,False,0.1124,0.3017,0.2213,0.2174,0.2596,-0.2055,0.2973,6.075,stage4_7,cost_l22_deflect
268,1,A,False,0.0,0.2988,0.2221,0.2182,0.2608,-0.2973,0.2676,,stage4_8,cost_l22_deflect
269,3,D,True,1.0516,0.2736,0.269,0.199,0.2584,0.0653,0.9928,6.91,stage4_7,cost_l22_deflect
270,1,D,False,0.0,0.2999,0.2197,0.2188,0.2616,-0.2676,0.2408,,stage4_8,cost_l22_deflect
271,2,D,True,1.0,0.2898,0.2876,0.2562,0.1664,0.3595,0.6764,,stage4_8,cost_l22_deflect
272,0,E,False,-0.3,0.4271,0.1973,0.2123,0.1633,-0.9448,0.5503,,stage4_7,cost_l22_deflect
273,1,D,False,0.1124,0.3004,0.2186,0.219,0.262,-0.1284,0.228,6.075,stage4_7,cost_l22_deflect
274,0,E,False,-0.3,0.4325,0.1979,0.213,0.1567,-0.8503,0.4653,,stage4_7,cost_l22_deflect
275,2,D,True,1.0,0.2883,0.2908,0.2551,0.1658,0.3236,0.7088,,stage4_8,cost_l22_deflect
276,0,A,True,1.0,0.4375,0.1961,0.211,0.1554,0.5347,0.5188,,stage4_8,cost_l22_deflect
277,2,E,False,0.0,0.2902,0.2928,0.2565,0.1604,-0.7088,0.6379,,stage4_7,cost_l22_deflect
278,2,F,True,1.0,0.2887,0.2913,0.26,0.16,0.3621,0.6741,,stage4_8,cost_l22_deflect
279,3,A,True,1.1058,0.2747,0.2686,0.1988,0.2579,0.113,1.0041,6.166,stage4_7,cost_l22_deflect
280,0,F,False,0.0,0.4415,0.1966,0.2062,0.1557,-0.5188,0.4669,,stage4_8,cost_l22_deflect
281,3,E,True,1.0,0.2747,0.2686,0.1988,0.2579,-0.0041,1.0037,,stage4_7,cost_l22_deflect
282,0,F,False,0.0619,0.4445,0.197,0.2026,0.1559,-0.405,0.4264,6.768,stage4_7,cost_l22_deflect
283,1,E,False,0.0,0.3014,0.2192,0.2196,0.2598,-0.228,0.2052,,stage4_7,cost_l22_deflect
284,3,F,False,-0.3,0.2786,0.2723,0.1879,0.2612,-1.3037,0.8733,,stage4_7,cost_l22_deflect
285,0,A,True,1.0935,0.4507,0.1948,0.2002,0.1543,0.6671,0.4931,6.335,stage4_7,cost_l22_deflect
286,3,A,True,1.0,0.2798,0.2718,0.1877,0.2608,0.1267,0.886,,stage4_8,cost_l22_deflect
287,2,F,False,0.0502,0.2913,0.2939,0.254,0.1608,-0.6239,0.6117,6.928,stage4_7,cost_l22_deflect
288,0,D,False,0.1026,0.4537,0.1913,0.2006,0.1544,-0.3905,0.454,6.21,stage4_7,cost_l22_deflect
289,3,A,True,1.0,0.2809,0.2713,0.1875,0.2603,0.114,0.8974,,stage4_8,cost_l22_deflect
290,2,F,True,1.0,0.2897,0.2923,0.2577,0.1603,0.3883,0.6506,,stage4_8,cost_l22_deflect
291,1,D,False,0.0,0.3023,0.2173,0.22,0.2604,-0.2052,0.1847,,stage4_8,cost_l22_deflect
292,3,F,True,1.0,0.2806,0.271,0.1883,0.2601,0.1026,0.9076,,stage4_8,cost_l22_deflect
293,2,D,True,1.0,0.2881,0.2957,0.2564,0.1597,0.3494,0.6855,,stage4_8,cost_l22_deflect
294,1,E,True,1.0,0.2984,0.2153,0.218,0.2683,0.8153,0.2662,,stage4_7,cost_l22_deflect
295,1,A,False,0.0,0.2958,0.2161,0.2187,0.2694,-0.2662,0.2396,,stage4_8,cost_l22_deflect
296,1,E,False,0.0,0.2969,0.2167,0.2193,0.2671,-0.2396,0.2156,,stage4_7,cost_l22_deflect
297,2,F,True,1.0,0.2868,0.2944,0.2595,0.1594,0.3145,0.7169,,stage4_8,cost_l22_deflect
298,3,D,True,1.0,0.2802,0.2719,0.1881,0.2598,0.0924,0.9169,,stage4_8,cost_l22_deflect
299,3,F,True,1.0,0.28,0.2717,0.1888,0.2595,0.0831,0.9252,,stage4_8,cost_l22_deflect
300,2,D,True,0.9734,0.2856,0.2969,0.2585,0.159,0.2564,0.7426,7.982,stage4_7,cost_l22_deflect
