step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
232,0,F,False,0.1,0.4123,0.2041,0.2176,0.166,-0.3258,0.3933,,stage4_8,cost_mechanistic
233,3,A,True,1.1,0.335,0.2314,0.2417,0.1919,0.1671,0.9496,,stage4_8,cost_mechanistic
234,1,E,True,1.05,0.2857,0.2192,0.2049,0.2902,0.8182,0.3136,,stage4_7,cost_mechanistic
235,2,A,True,1.1,0.2623,0.3104,0.1959,0.2314,0.5008,0.6493,5.957,stage4_7,cost_mechanistic
236,0,F,False,0.1,0.4144,0.2045,0.2149,0.1663,-0.2933,0.3639,,stage4_8,cost_mechanistic
237,2,F,False,0.0907,0.2638,0.3125,0.1912,0.2325,-0.5586,0.5934,,stage4_8,cost_mechanistic
238,3,F,True,1.0997,0.3342,0.231,0.2431,0.1917,0.1501,0.9646,,stage4_8,cost_mechanistic
239,0,D,False,0.1,0.4162,0.2021,0.2152,0.1665,-0.2639,0.3375,,stage4_8,cost_mechanistic
240,3,A,True,1.1,0.3355,0.2306,0.2426,0.1914,0.1354,0.9781,,stage4_8,cost_mechanistic
241,2,F,False,0.0254,0.2653,0.3147,0.1865,0.2336,-0.568,0.5366,6.928,stage4_7,cost_mechanistic
242,3,A,True,1.1,0.3367,0.2301,0.2421,0.191,0.1219,0.9903,,stage4_8,cost_mechanistic
243,2,E,False,0.05,0.2668,0.3169,0.1872,0.2291,-0.4866,0.4879,,stage4_7,cost_mechanistic
244,0,A,True,1.1,0.4235,0.1995,0.2124,0.1646,0.7625,0.4138,,stage4_8,cost_mechanistic
245,0,A,True,1.1,0.4299,0.1973,0.2099,0.1629,0.6862,0.4824,,stage4_8,cost_mechanistic
246,3,D,True,1.1,0.3362,0.2311,0.2418,0.1909,0.1097,1.0013,8.197,stage4_7,cost_mechanistic
247,1,F,False,0.0901,0.2864,0.2196,0.203,0.2909,-0.2236,0.2913,,stage4_8,cost_mechanistic
248,3,F,True,1.1,0.3356,0.2309,0.2428,0.1907,0.0987,1.0112,,stage4_8,cost_mechanistic
249,3,E,False,0.05,0.3399,0.2326,0.2447,0.1828,-0.9612,0.9151,,stage4_7,cost_mechanistic
250,3,E,False,0.05,0.3436,0.2341,0.2464,0.1758,-0.8651,0.8285,,stage4_7,cost_mechanistic
251,0,D,False,-0.25,0.4352,0.1908,0.2107,0.1633,-0.7324,0.4092,,stage4_7,cost_mechanistic
252,2,A,False,0.1,0.2631,0.3189,0.1879,0.2302,-0.3879,0.4492,,stage4_8,cost_mechanistic
253,1,A,False,0.1,0.2846,0.2202,0.2034,0.2918,-0.1913,0.2722,,stage4_8,cost_mechanistic
254,0,F,False,0.1,0.4375,0.1912,0.2079,0.1635,-0.3092,0.3782,,stage4_8,cost_mechanistic
255,1,F,False,0.0896,0.2852,0.2205,0.2019,0.2925,-0.1826,0.2539,8.025,stage4_7,cost_mechanistic
256,3,A,True,1.1,0.3463,0.2331,0.2453,0.1752,0.2715,0.8557,,stage4_8,cost_mechanistic
257,3,A,True,1.1,0.3488,0.2322,0.2444,0.1746,0.2443,0.8801,6.166,stage4_7,cost_mechanistic
258,1,E,False,-0.25,0.2875,0.2219,0.2031,0.2875,-0.5039,0.2035,,stage4_7,cost_mechanistic
259,2,D,True,1.1,0.2603,0.3254,0.1864,0.228,0.6508,0.5142,,stage4_8,cost_mechanistic
260,0,D,False,0.1,0.4395,0.1887,0.2082,0.1636,-0.2782,0.3504,,stage4_8,cost_mechanistic
261,3,F,False,-0.25,0.3552,0.235,0.2338,0.1761,-1.1301,0.7671,,stage4_7,cost_mechanistic
262,1,D,False,0.0995,0.2878,0.221,0.2033,0.2879,-0.104,0.1931,14.068,stage4_7,cost_mechanistic
263,3,A,True,1.1,0.3585,0.2337,0.2325,0.1753,0.3329,0.8004,8.706,stage4_7,cost_mechanistic
264,2,E,False,0.05,0.2617,0.3276,0.187,0.2237,-0.4642,0.4678,,stage4_7,cost_mechanistic
265,2,F,True,1.1,0.2601,0.3249,0.1923,0.2227,0.6322,0.531,,stage4_8,cost_mechanistic
266,2,A,True,1.1,0.2656,0.3219,0.1912,0.2212,0.569,0.5879,,stage4_8,cost_mechanistic
267,2,E,False,0.05,0.2672,0.3244,0.192,0.2164,-0.5379,0.5341,,stage4_7,cost_mechanistic
268,1,E,False,-0.25,0.2899,0.2222,0.2043,0.2836,-0.4431,0.1488,,stage4_7,cost_mechanistic
269,1,F,False,0.0998,0.2901,0.2223,0.2039,0.2838,-0.049,0.1439,,stage4_8,cost_mechanistic
270,1,A,False,0.1,0.2896,0.2224,0.204,0.284,-0.0439,0.1395,4.782,stage4_7,cost_mechanistic
271,1,F,False,0.0866,0.2898,0.2225,0.2035,0.2841,-0.0529,0.1342,,stage4_8,cost_mechanistic
272,2,A,True,1.1,0.2727,0.3213,0.1909,0.215,0.5659,0.5907,,stage4_8,cost_mechanistic
273,0,F,False,0.1,0.4414,0.189,0.2059,0.1637,-0.2504,0.3254,,stage4_8,cost_mechanistic
274,1,F,False,0.0902,0.29,0.2226,0.2032,0.2843,-0.044,0.1298,6.649,stage4_7,cost_mechanistic
275,2,F,True,1.1,0.2713,0.3192,0.1952,0.2142,0.5093,0.6417,,stage4_8,cost_mechanistic
276,3,F,True,1.0986,0.3567,0.233,0.2353,0.1749,0.2982,0.8302,10.282,stage4_7,cost_mechanistic
277,3,E,False,0.05,0.3604,0.2342,0.2366,0.1688,-0.7802,0.7522,,stage4_7,cost_mechanistic
278,1,E,False,-0.25,0.2917,0.2237,0.204,0.2806,-0.3798,0.0918,,stage4_7,cost_mechanistic
279,3,F,False,0.1,0.3642,0.2358,0.2305,0.1695,-0.6522,0.687,6.195,stage4_7,cost_mechanistic
280,0,F,False,0.1,0.4431,0.1892,0.2038,0.1639,-0.2254,0.3028,,stage4_8,cost_mechanistic
281,2,F,False,0.1,0.2728,0.3214,0.1907,0.2151,-0.5417,0.5875,7.929,stage4_7,cost_mechanistic
282,0,D,False,0.1,0.4446,0.1874,0.204,0.1639,-0.2028,0.2826,,stage4_8,cost_mechanistic
283,3,F,False,0.1,0.3677,0.2371,0.2251,0.1701,-0.587,0.6283,6.195,stage4_7,cost_mechanistic
284,0,A,True,1.1,0.4521,0.1849,0.2011,0.1619,0.8174,0.3643,,stage4_8,cost_mechanistic
285,1,D,True,1.1,0.2878,0.2329,0.2022,0.277,1.0082,0.1927,14.812,stage4_7,cost_mechanistic
286,2,A,True,1.1,0.2778,0.3187,0.1897,0.2138,0.5125,0.6387,6.285,stage4_7,cost_mechanistic
287,3,F,False,-0.25,0.3728,0.2391,0.2171,0.171,-0.8783,0.5405,,stage4_7,cost_mechanistic
288,3,F,False,0.1,0.3754,0.24,0.2131,0.1715,-0.4405,0.4964,6.195,stage4_7,cost_mechanistic
289,0,A,True,1.1,0.4588,0.1826,0.1985,0.16,0.7357,0.4379,,stage4_8,cost_mechanistic
290,3,A,True,1.1,0.3814,0.2375,0.2111,0.17,0.6036,0.5568,,stage4_8,cost_mechanistic
291,2,D,True,1.1,0.2757,0.3233,0.1886,0.2125,0.4613,0.6849,,stage4_8,cost_mechanistic
292,1,D,False,0.1,0.2882,0.2321,0.2024,0.2774,-0.0927,0.1834,,stage4_8,cost_mechanistic
293,2,E,False,0.05,0.2776,0.3261,0.1894,0.2069,-0.6349,0.6214,,stage4_7,cost_mechanistic
294,3,D,True,1.1,0.3778,0.2427,0.2101,0.1694,0.5432,0.6111,,stage4_8,cost_mechanistic
295,2,D,True,1.1,0.2754,0.3308,0.1883,0.2055,0.4786,0.6692,,stage4_8,cost_mechanistic
296,3,A,True,1.1,0.3826,0.2407,0.2084,0.1683,0.4889,0.66,,stage4_8,cost_mechanistic
297,1,E,False,0.05,0.2888,0.2324,0.2027,0.2761,-0.1334,0.17,,stage4_7,cost_mechanistic
298,0,A,True,1.1,0.4648,0.1806,0.1963,0.1584,0.6621,0.5041,4.688,stage4_7,cost_mechanistic
299,3,E,True,1.05,0.3805,0.24,0.208,0.1714,0.39,0.699,,stage4_7,cost_mechanistic
300,0,E,False,-0.25,0.4702,0.1807,0.1965,0.1525,-0.7541,0.4287,,stage4_7,cost_mechanistic
