step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
110,0,E,False,0.0,0.3231,0.2234,0.2346,0.2189,-0.2251,0.2026,,stage4_7,cost_asr
111,2,D,True,1.0,0.2989,0.262,0.2216,0.2175,0.4045,0.636,,stage4_8,cost_asr
112,1,D,False,0.0,0.2616,0.2577,0.2345,0.2462,-0.1822,0.164,,stage4_8,cost_asr
113,1,E,False,0.0,0.2622,0.2582,0.2349,0.2447,-0.164,0.1476,,stage4_7,cost_asr
114,0,D,False,0.0,0.3241,0.2215,0.2351,0.2193,-0.2026,0.1823,,stage4_8,cost_asr
115,0,F,True,1.0,0.3201,0.2197,0.2427,0.2175,0.8177,0.2641,7.755,stage4_7,cost_asr
116,2,A,True,1.0,0.3025,0.2605,0.2205,0.2165,0.364,0.6724,,stage4_8,cost_asr
117,0,E,False,0.0,0.3212,0.2202,0.2434,0.2151,-0.2641,0.2377,,stage4_7,cost_asr
118,1,A,False,0.0,0.2608,0.2587,0.2353,0.2452,-0.1476,0.1328,,stage4_8,cost_asr
119,3,A,True,1.0,0.2866,0.2467,0.2288,0.2379,0.2091,0.8118,4.599,stage4_7,cost_asr
120,1,E,False,0.0,0.2612,0.2592,0.2357,0.2439,-0.1328,0.1195,,stage4_7,cost_asr
121,0,A,True,1.0,0.3288,0.2178,0.2405,0.2128,0.7623,0.3139,,stage4_8,cost_asr
122,1,E,False,0.0,0.2616,0.2595,0.236,0.2428,-0.1195,0.1076,,stage4_7,cost_asr
123,2,E,False,0.0,0.3052,0.2625,0.2218,0.2105,-0.6724,0.6051,,stage4_7,cost_asr
124,1,F,False,0.0,0.262,0.2599,0.235,0.2431,-0.1076,0.0968,6.649,stage4_7,cost_asr
125,2,A,True,1.0,0.3091,0.2608,0.2206,0.2095,0.3949,0.6446,,stage4_8,cost_asr
126,2,A,True,1.0,0.3126,0.2594,0.2196,0.2085,0.3554,0.6802,6.285,stage4_7,cost_asr
127,2,A,True,1.0,0.3157,0.2581,0.2186,0.2076,0.3198,0.7121,,stage4_8,cost_asr
128,0,D,False,0.0,0.3303,0.215,0.2413,0.2134,-0.3139,0.2825,5.099,stage4_7,cost_asr
129,2,F,True,1.0,0.3145,0.2573,0.2212,0.2071,0.2879,0.7409,9.255,stage4_7,cost_asr
130,1,E,True,1.0,0.2589,0.2569,0.2326,0.2516,0.9032,0.1871,,stage4_7,cost_asr
131,1,D,False,0.0,0.2596,0.2551,0.2331,0.2522,-0.1871,0.1684,,stage4_8,cost_asr
132,3,A,True,1.0,0.2885,0.246,0.2282,0.2373,0.1882,0.8306,6.166,stage4_7,cost_asr
133,0,F,True,1.0,0.3266,0.2135,0.248,0.2119,0.7175,0.3543,7.755,stage4_7,cost_asr
134,0,A,False,0.0,0.3231,0.2145,0.2494,0.2129,-0.3543,0.3188,5.045,stage4_7,cost_asr
135,1,A,True,1.0,0.2675,0.2523,0.2307,0.2494,0.8316,0.2516,8.848,stage4_7,cost_asr
136,2,D,True,1.0,0.3132,0.2597,0.2205,0.2065,0.2591,0.7668,7.982,stage4_7,cost_asr
